Trace,Exp,Core_0_IPC,Core_0_LLC_total_miss,Core_0_LLC_load_miss,Core_0_LLC_RFO_miss,Core_0_LLC_writeback_miss,Filter
spec06-482.sphinx3-s0.trace.gz,pythia,1.22768,393039,30134,1523,1032,1
spec06-482.sphinx3-s1.trace.gz,nopref,0.97222,171916,169295,2200,421,1
spec06-482.sphinx3-s1.trace.gz,spp,1.26691,362510,36537,35948,5062,1
spec06-482.sphinx3-s1.trace.gz,bingo,1.43569,262649,11402,1950,545,1
spec06-482.sphinx3-s1.trace.gz,mlop,1.08433,160167,94431,7535,1344,1
spec06-482.sphinx3-s1.trace.gz,pythia,1.45975,244825,7554,1891,649,1
spec06-482.sphinx3-s2.trace.gz,nopref,0.58017,420011,385628,17926,16457,1
spec06-482.sphinx3-s2.trace.gz,spp,0.71359,799864,216788,42390,38057,1
spec06-482.sphinx3-s2.trace.gz,bingo,0.78116,1065388,123356,31739,33840,1
spec06-482.sphinx3-s2.trace.gz,mlop,0.82846,1067961,111501,37932,38036,1
spec06-482.sphinx3-s2.trace.gz,pythia,0.85289,657340,99010,15112,14562,1
spec17-602.gcc-s0.trace.xz,nopref,0.23846,889553,887963,396,1194,1
spec17-602.gcc-s0.trace.xz,spp,0.35778,898901,29157,129,203,1
spec17-602.gcc-s0.trace.xz,bingo,0.37735,932083,32476,181,471,1
spec17-602.gcc-s0.trace.xz,mlop,0.38232,917260,16939,6,234,1
spec17-602.gcc-s0.trace.xz,pythia,0.37722,897504,19333,6,989,1
spec17-602.gcc-s1.trace.xz,nopref,0.10275,3478068,3474444,692,2932,1
spec17-602.gcc-s1.trace.xz,spp,0.27124,3583316,129421,768,2531,1
spec17-602.gcc-s1.trace.xz,bingo,0.33511,3736599,137640,933,4334,1
spec17-602.gcc-s1.trace.xz,mlop,0.35569,3736299,72651,21,3011,1
spec17-602.gcc-s1.trace.xz,pythia,0.31749,3571527,125024,25,2972,1
spec17-602.gcc-s2.trace.xz,nopref,0.36837,20958,8895,11721,342,1
spec17-602.gcc-s2.trace.xz,spp,0.36893,25635,7529,12020,516,1
spec17-602.gcc-s2.trace.xz,bingo,0.36972,32527,9674,12060,448,1
spec17-602.gcc-s2.trace.xz,mlop,0.36865,56075,7864,12014,296,1
spec17-602.gcc-s2.trace.xz,pythia,0.37359,39126,6133,12471,356,1
spec17-602.gcc-s3.trace.xz,nopref,0.36826,357764,356745,54,965,1
spec17-602.gcc-s3.trace.xz,spp,0.42876,423346,20805,60,1163,1
spec17-602.gcc-s3.trace.xz,bingo,0.433,422582,20740,54,1401,1
spec17-602.gcc-s3.trace.xz,mlop,0.43586,479340,12278,56,984,1
spec17-602.gcc-s3.trace.xz,pythia,0.43585,372561,12339,52,887,1
spec17-605.mcf-s0.trace.xz,nopref,0.26057,826647,826023,333,291,1
spec17-605.mcf-s0.trace.xz,spp,0.26475,965374,555240,724,467,1
spec17-605.mcf-s0.trace.xz,bingo,0.20603,5557914,566364,26126,24686,1
spec17-605.mcf-s0.trace.xz,mlop,0.27299,1000644,281823,872,265,1
spec17-605.mcf-s0.trace.xz,pythia,0.27399,1144530,259248,362,211,1
spec17-605.mcf-s1.trace.xz,nopref,0.18952,2157668,1386702,64758,706208,1
spec17-605.mcf-s1.trace.xz,spp,0.19127,1751778,1286068,26738,336380,1
spec17-605.mcf-s1.trace.xz,bingo,0.19221,1434167,1247543,4,93690,1
spec17-605.mcf-s1.trace.xz,mlop,0.19048,1404105,1281386,116,17315,1
spec17-605.mcf-s1.trace.xz,pythia,0.24867,1399202,304015,490,18922,1
spec17-605.mcf-s2.trace.xz,nopref,0.22898,1766694,1547321,152304,67069,1
spec17-605.mcf-s2.trace.xz,spp,0.26541,2792360,1713242,148779,66182,1
spec17-605.mcf-s2.trace.xz,bingo,0.34337,4886551,354570,148215,117620,1
spec17-605.mcf-s2.trace.xz,mlop,0.21423,2225912,1923472,149598,61081,1
spec17-605.mcf-s2.trace.xz,pythia,0.26945,5913340,1145716,147325,166589,1
spec17-605.mcf-s3.trace.xz,nopref,0.13174,6769496,1314010,2170398,3285088,1
spec17-605.mcf-s3.trace.xz,spp,0.15078,5643822,490719,2173577,2078490,1
spec17-605.mcf-s3.trace.xz,bingo,0.1595,5763834,76756,2175203,2104837,1
spec17-605.mcf-s3.trace.xz,mlop,0.15603,5645320,180765,2174303,2078445,1
spec17-605.mcf-s3.trace.xz,pythia,0.16281,6810505,144545,2170693,3278589,1
spec17-605.mcf-s4.trace.xz,nopref,0.23214,2389383,2089128,130326,169929,1
spec17-605.mcf-s4.trace.xz,spp,0.29947,2797987,1545511,126088,116680,1
spec17-605.mcf-s4.trace.xz,bingo,0.3996,3668128,307794,120988,140235,1
spec17-605.mcf-s4.trace.xz,mlop,0.26567,2906954,1429307,125317,160001,1
spec17-605.mcf-s4.trace.xz,pythia,0.34937,3855308,856267,120320,153847,1
spec17-605.mcf-s5.trace.xz,nopref,0.27897,1445697,1081492,107679,256526,1
spec17-605.mcf-s5.trace.xz,spp,0.39216,1399128,576550,101268,126119,1
spec17-605.mcf-s5.trace.xz,bingo,0.48852,1943268,137459,94544,132941,1
spec17-605.mcf-s5.trace.xz,mlop,0.39428,1806254,341473,103166,218217,1
spec17-605.mcf-s5.trace.xz,pythia,0.44037,1975721,361108,93063,248581,1
spec17-605.mcf-s6.trace.xz,nopref,0.27184,580117,579649,347,121,1
spec17-605.mcf-s6.trace.xz,spp,0.27963,676364,395887,581,179,1
spec17-605.mcf-s6.trace.xz,bingo,0.23224,4076355,414746,24680,20955,1
spec17-605.mcf-s6.trace.xz,mlop,0.28604,709408,240058,741,186,1
spec17-605.mcf-s6.trace.xz,pythia,0.27935,887696,292733,299,73,1
spec17-605.mcf-s7.trace.xz,nopref,0.18342,2973677,2969145,1061,3471,1
spec17-605.mcf-s7.trace.xz,spp,0.15854,3927169,2508848,1900,1640,1
spec17-605.mcf-s7.trace.xz,bingo,0.09681,23197069,2165702,14524,52916,1
spec17-605.mcf-s7.trace.xz,mlop,0.16713,4100884,1309034,2581,2728,1
spec17-605.mcf-s7.trace.xz,pythia,0.18536,4052735,1214224,1576,1560,1
spec17-605.mcf-s8.trace.xz,nopref,0.21534,888944,862707,351,25886,1
spec17-605.mcf-s8.trace.xz,spp,0.21983,1057646,831524,346,84,1
spec17-605.mcf-s8.trace.xz,bingo,0.19338,7884371,817333,1040,62062,1
spec17-605.mcf-s8.trace.xz,mlop,0.21798,1435783,816451,462,19754,1
spec17-605.mcf-s8.trace.xz,pythia,0.21803,1527471,747470,272,31536,1
spec17-607.cactuBSSN-s0.trace.xz,nopref,0.94506,178958,151968,24674,2316,1
spec17-607.cactuBSSN-s0.trace.xz,spp,1.09227,181237,22484,24671,3232,1
spec17-607.cactuBSSN-s0.trace.xz,bingo,0.97831,178670,136212,24675,1975,1
spec17-607.cactuBSSN-s0.trace.xz,mlop,1.14684,181642,3788,24669,2230,1
spec17-607.cactuBSSN-s0.trace.xz,pythia,1.14525,182421,4385,24669,2160,1
spec17-607.cactuBSSN-s1.trace.xz,nopref,0.97375,141834,107850,29317,4667,1
spec17-607.cactuBSSN-s1.trace.xz,spp,1.11046,143863,11179,29308,5904,1
spec17-607.cactuBSSN-s1.trace.xz,bingo,1.01276,141448,88877,29313,4244,1
spec17-607.cactuBSSN-s1.trace.xz,mlop,1.14607,142898,3114,29317,4746,1
spec17-607.cactuBSSN-s1.trace.xz,pythia,1.15087,143108,2805,29314,4142,1
spec17-607.cactuBSSN-s2.trace.xz,nopref,0.96052,134634,102547,29425,2662,1
spec17-607.cactuBSSN-s2.trace.xz,spp,1.09918,138711,8563,29425,6877,1
spec17-607.cactuBSSN-s2.trace.xz,bingo,0.99819,134267,87136,29425,2253,1
spec17-607.cactuBSSN-s2.trace.xz,mlop,1.12774,133965,2036,29425,2652,1
spec17-607.cactuBSSN-s2.trace.xz,pythia,1.12941,135570,1871,29425,2274,1
spec17-607.cactuBSSN-s3.trace.xz,nopref,1.40396,46672,46655,11,6,1
spec17-607.cactuBSSN-s3.trace.xz,spp,1.58249,46758,1390,10,6,1
spec17-607.cactuBSSN-s3.trace.xz,bingo,1.57516,46676,5677,11,6,1
spec17-607.cactuBSSN-s3.trace.xz,mlop,1.59863,48039,872,3,40,1
spec17-607.cactuBSSN-s3.trace.xz,pythia,1.59841,46971,941,3,2,1
spec17-619.lbm-s0.trace.xz,nopref,0.3642,2810270,507915,1525408,776947,1
spec17-619.lbm-s0.trace.xz,spp,0.43727,2814957,62316,1525551,781464,1
spec17-619.lbm-s0.trace.xz,bingo,0.44148,2810332,22669,1525264,777177,1
spec17-619.lbm-s0.trace.xz,mlop,0.44169,2809649,25070,1525303,776301,1
spec17-619.lbm-s0.trace.xz,pythia,0.43123,2811716,36188,1525288,778480,1
spec17-619.lbm-s1.trace.xz,nopref,0.31978,3247500,590344,1773589,883567,1
spec17-619.lbm-s1.trace.xz,spp,0.37651,3250037,75791,1773933,885710,1
spec17-619.lbm-s1.trace.xz,bingo,0.37998,3246362,27084,1773654,882373,1
spec17-619.lbm-s1.trace.xz,mlop,0.37957,3245796,29309,1773577,881753,1
spec17-619.lbm-s1.trace.xz,pythia,0.37158,3245854,42207,1773560,881887,1
spec17-619.lbm-s2.trace.xz,nopref,0.60851,1489030,269967,812529,406534,1
spec17-619.lbm-s2.trace.xz,spp,0.81695,1491101,23787,813139,408001,1
spec17-619.lbm-s2.trace.xz,bingo,0.83265,1487548,11440,812320,405267,1
spec17-619.lbm-s2.trace.xz,mlop,0.83492,1488493,12686,812508,405966,1
spec17-619.lbm-s2.trace.xz,pythia,0.80351,1487635,17445,812372,405299,1
spec17-619.lbm-s3.trace.xz,nopref,0.31968,3214378,590453,1773915,850010,1
spec17-619.lbm-s3.trace.xz,spp,0.37562,3215416,75410,1773977,850934,1
spec17-619.lbm-s3.trace.xz,bingo,0.37968,3212478,27020,1773858,848181,1
spec17-619.lbm-s3.trace.xz,mlop,0.37882,3212244,29314,1773800,847795,1
spec17-619.lbm-s3.trace.xz,pythia,0.37136,3213209,42256,1773882,848817,1
spec17-620.omnetpp-s0.trace.xz,nopref,0.22717,617270,458042,56810,102418,1
spec17-620.omnetpp-s0.trace.xz,spp,0.22799,657292,439113,56832,86619,1
spec17-620.omnetpp-s0.trace.xz,bingo,0.23719,1308740,276811,44385,66035,1
spec17-620.omnetpp-s0.trace.xz,mlop,0.23165,968385,377617,40160,84830,1
spec17-620.omnetpp-s0.trace.xz,pythia,0.23405,868976,345364,43357,94514,1
spec17-620.omnetpp-s1.trace.xz,nopref,0.23916,511906,412652,47719,51535,1
spec17-620.omnetpp-s1.trace.xz,spp,0.24035,564840,391487,49407,42383,1
spec17-620.omnetpp-s1.trace.xz,bingo,0.25035,1139568,243172,41879,40144,1
spec17-620.omnetpp-s1.trace.xz,mlop,0.24425,896793,332499,39373,51194,1
spec17-620.omnetpp-s1.trace.xz,pythia,0.24619,763995,311798,41122,54959,1
spec17-621.wrf-s0.trace.xz,nopref,0.57729,1203,457,746,0,1
spec17-621.wrf-s0.trace.xz,spp,0.57748,1323,186,742,0,1
spec17-621.wrf-s0.trace.xz,bingo,0.57729,1203,457,746,0,1
spec17-621.wrf-s0.trace.xz,mlop,0.57754,1820,81,717,0,1
spec17-621.wrf-s0.trace.xz,pythia,0.57752,1355,119,720,0,1
spec17-621.wrf-s1.trace.xz,nopref,0.4533,1009724,780359,156634,72731,1
spec17-621.wrf-s1.trace.xz,spp,0.94789,1038996,78286,156848,47466,1
spec17-621.wrf-s1.trace.xz,bingo,0.85987,1109540,147883,151113,171026,1
spec17-621.wrf-s1.trace.xz,mlop,0.86213,1110703,106580,151512,108149,1
spec17-621.wrf-s1.trace.xz,pythia,0.95436,1046907,43996,154953,77021,1
spec17-621.wrf-s2.trace.xz,nopref,0.89494,260786,167078,88099,5609,1
spec17-621.wrf-s2.trace.xz,spp,1.27963,328251,16572,99438,9707,1
spec17-621.wrf-s2.trace.xz,bingo,1.29032,293580,28815,89086,14571,1
spec17-621.wrf-s2.trace.xz,mlop,1.25522,318946,28849,94935,9473,1
spec17-621.wrf-s2.trace.xz,pythia,1.35612,273454,8284,89238,4887,1
spec17-621.wrf-s3.trace.xz,nopref,0.71567,10096,9984,112,0,1
spec17-621.wrf-s3.trace.xz,spp,0.72029,10564,472,99,0,1
spec17-621.wrf-s3.trace.xz,bingo,0.72091,10439,721,112,0,1
spec17-621.wrf-s3.trace.xz,mlop,0.72026,10605,204,58,0,1
spec17-621.wrf-s3.trace.xz,pythia,0.72193,10435,339,96,0,1
spec17-623.xalancbmk-s0.trace.xz,nopref,0.30844,587036,578713,6565,1758,1
spec17-623.xalancbmk-s0.trace.xz,spp,0.3069,816404,621433,7112,2208,1
spec17-623.xalancbmk-s0.trace.xz,bingo,0.30108,4475174,639766,7674,4845,1
spec17-623.xalancbmk-s0.trace.xz,mlop,0.29683,1415187,782960,6563,3518,1
spec17-623.xalancbmk-s0.trace.xz,pythia,0.32903,1126706,534851,6363,1604,1
spec17-623.xalancbmk-s1.trace.xz,nopref,0.70111,102649,102470,172,7,1
spec17-623.xalancbmk-s1.trace.xz,spp,0.67959,260564,188807,219,88,1
spec17-623.xalancbmk-s1.trace.xz,bingo,0.95733,159998,8884,72,103,1
spec17-623.xalancbmk-s1.trace.xz,mlop,0.91591,186848,23897,25,36,1
spec17-623.xalancbmk-s1.trace.xz,pythia,0.94745,187933,12949,38,6,1
spec17-623.xalancbmk-s2.trace.xz,nopref,0.48621,488528,488528,0,0,1
spec17-623.xalancbmk-s2.trace.xz,spp,0.67481,913789,49662,0,4,1
spec17-623.xalancbmk-s2.trace.xz,bingo,0.81238,531252,32024,0,0,1
spec17-623.xalancbmk-s2.trace.xz,mlop,0.77915,508443,59170,0,0,1
spec17-623.xalancbmk-s2.trace.xz,pythia,0.75596,531246,51758,0,0,1
spec17-623.xalancbmk-s3.trace.xz,nopref,0.46562,91760,9739,60053,21968,1
spec17-623.xalancbmk-s3.trace.xz,spp,0.46638,98807,7947,57856,19902,1
spec17-623.xalancbmk-s3.trace.xz,bingo,0.46856,98047,5443,52030,11160,1
spec17-623.xalancbmk-s3.trace.xz,mlop,0.46577,116524,8360,55839,21701,1
spec17-623.xalancbmk-s3.trace.xz,pythia,0.45427,85376,5504,57475,7449,1
spec17-623.xalancbmk-s4.trace.xz,nopref,0.35007,109703,14538,83502,11663,1
spec17-623.xalancbmk-s4.trace.xz,spp,0.35129,124276,11815,82436,11264,1
spec17-623.xalancbmk-s4.trace.xz,bingo,0.35625,135333,9468,81630,9494,1
spec17-623.xalancbmk-s4.trace.xz,mlop,0.35087,172407,9945,76977,12947,1
spec17-623.xalancbmk-s4.trace.xz,pythia,0.34082,113514,8836,81036,2364,1
spec17-623.xalancbmk-s5.trace.xz,nopref,0.39545,70446,11320,50608,8518,1
spec17-623.xalancbmk-s5.trace.xz,spp,0.39551,88269,11415,53337,7627,1
spec17-623.xalancbmk-s5.trace.xz,bingo,0.40079,100318,9471,52309,5704,1
spec17-623.xalancbmk-s5.trace.xz,mlop,0.39498,142525,10802,46875,6177,1
spec17-623.xalancbmk-s5.trace.xz,pythia,0.37864,81251,8451,52675,1263,1
spec17-649.fotonik3d-s0.trace.xz,nopref,0.40031,1270451,808950,0,461501,1
spec17-649.fotonik3d-s0.trace.xz,spp,0.53179,972132,236047,0,4190,1
spec17-649.fotonik3d-s0.trace.xz,bingo,0.54483,1334013,298781,0,331914,1
spec17-649.fotonik3d-s0.trace.xz,mlop,0.58278,1221941,158803,0,66668,1
spec17-649.fotonik3d-s0.trace.xz,pythia,0.54575,1724135,296820,0,458213,1
spec17-649.fotonik3d-s1.trace.xz,nopref,0.5456,876239,438454,0,437785,1
spec17-649.fotonik3d-s1.trace.xz,spp,1.15621,440235,11836,5,278,1
spec17-649.fotonik3d-s1.trace.xz,bingo,1.21888,819094,14146,0,380517,1
spec17-649.fotonik3d-s1.trace.xz,mlop,1.26158,620820,7066,0,181998,1
spec17-649.fotonik3d-s1.trace.xz,pythia,1.19613,876282,7125,0,437521,1
spec17-649.fotonik3d-s2.trace.xz,nopref,0.5431,2736,0,2736,0,1
spec17-649.fotonik3d-s2.trace.xz,spp,0.5431,2736,0,2736,0,1
spec17-649.fotonik3d-s2.trace.xz,bingo,0.5431,2736,0,2736,0,1
spec17-649.fotonik3d-s2.trace.xz,mlop,0.5431,2736,0,2736,0,1
spec17-649.fotonik3d-s2.trace.xz,pythia,0.5431,2736,0,2736,0,1
spec17-649.fotonik3d-s3.trace.xz,nopref,0.50282,1074904,818652,0,256252,1
spec17-649.fotonik3d-s3.trace.xz,spp,1.27181,870371,21939,0,382,1
spec17-649.fotonik3d-s3.trace.xz,bingo,1.34297,1126826,32269,0,257885,1
spec17-649.fotonik3d-s3.trace.xz,mlop,1.41676,878482,14385,0,7524,1
spec17-649.fotonik3d-s3.trace.xz,pythia,1.36512,1126893,15536,0,258529,1
spec17-649.fotonik3d-s4.trace.xz,nopref,0.54412,875979,438451,0,437528,1
spec17-649.fotonik3d-s4.trace.xz,spp,1.15698,439832,11697,1,267,1
spec17-649.fotonik3d-s4.trace.xz,bingo,1.21844,830200,14285,0,391447,1
spec17-649.fotonik3d-s4.trace.xz,mlop,1.26059,627561,7072,0,188797,1
spec17-649.fotonik3d-s4.trace.xz,pythia,1.19695,876191,7137,0,437433,1
spec17-654.roms-s0.trace.xz,nopref,0.45803,573946,297098,153732,123116,1
spec17-654.roms-s0.trace.xz,spp,0.63159,595010,15459,153732,125564,1
spec17-654.roms-s0.trace.xz,bingo,0.61596,621508,24994,153732,128460,1
spec17-654.roms-s0.trace.xz,mlop,0.63971,619365,9575,153714,127996,1
spec17-654.roms-s0.trace.xz,pythia,0.62927,590624,9468,153730,124858,1
spec17-654.roms-s1.trace.xz,nopref,0.97646,1552,1416,136,0,1
spec17-654.roms-s1.trace.xz,spp,0.97646,1552,1416,136,0,1
spec17-654.roms-s1.trace.xz,bingo,0.97646,1552,1416,136,0,1
spec17-654.roms-s1.trace.xz,mlop,0.97853,2870,130,136,0,1
spec17-654.roms-s1.trace.xz,pythia,0.97745,4168,632,136,0,1
spec17-654.roms-s2.trace.xz,nopref,0.39994,1415302,734584,344385,336333,1
spec17-654.roms-s2.trace.xz,spp,0.87316,1464500,33867,344382,337464,1
spec17-654.roms-s2.trace.xz,bingo,0.81363,1522553,52373,344384,337227,1
spec17-654.roms-s2.trace.xz,mlop,0.88931,1510168,22873,344384,336688,1
spec17-654.roms-s2.trace.xz,pythia,0.87749,1447130,20219,344381,336257,1
spec17-654.roms-s3.trace.xz,nopref,0.29161,2137844,1124421,498458,514965,1
spec17-654.roms-s3.trace.xz,spp,0.70398,2083084,70343,498452,386762,1
spec17-654.roms-s3.trace.xz,bingo,0.64651,2251738,122458,498457,458074,1
spec17-654.roms-s3.trace.xz,mlop,0.7511,2224195,40465,498439,445788,1
spec17-654.roms-s3.trace.xz,pythia,0.66191,2198871,37435,498427,518486,1
spec17-654.roms-s4.trace.xz,nopref,0.55718,277214,131827,88505,56882,1
spec17-654.roms-s4.trace.xz,spp,0.69513,271159,8444,88500,40363,1
spec17-654.roms-s4.trace.xz,bingo,0.67881,295380,16126,88505,58002,1
spec17-654.roms-s4.trace.xz,mlop,0.69776,298533,4928,88483,58358,1
spec17-654.roms-s4.trace.xz,pythia,0.69694,284773,5158,88504,57294,1
spec17-654.roms-s5.trace.xz,nopref,0.98508,315966,106187,119322,90457,1
spec17-654.roms-s5.trace.xz,spp,1.25,431422,6494,170126,126810,1
spec17-654.roms-s5.trace.xz,bingo,1.24663,436072,8519,161773,121930,1
spec17-654.roms-s5.trace.xz,mlop,1.21266,434359,12522,166069,125940,1
spec17-654.roms-s5.trace.xz,pythia,1.29026,327076,3695,120500,91804,1
spec17-654.roms-s6.trace.xz,nopref,0.65585,551650,541275,5170,5205,1
spec17-654.roms-s6.trace.xz,spp,1.07248,594152,29878,4552,4768,1
spec17-654.roms-s6.trace.xz,bingo,1.0129,715543,45062,4430,4494,1
spec17-654.roms-s6.trace.xz,mlop,1.10128,667473,24309,4094,4246,1
spec17-654.roms-s6.trace.xz,pythia,1.13492,595644,18319,4716,5209,1
spec17-654.roms-s7.trace.xz,nopref,0.37446,1508905,942741,268382,297782,1
spec17-654.roms-s7.trace.xz,spp,0.88585,1482846,46347,268381,210190,1
spec17-654.roms-s7.trace.xz,bingo,0.81846,1625861,84550,268379,281571,1
spec17-654.roms-s7.trace.xz,mlop,0.88798,1598445,49634,268363,263573,1
spec17-654.roms-s7.trace.xz,pythia,0.84545,1556115,29559,268380,296680,1
spec17-654.roms-s8.trace.xz,nopref,0.9782,10487,6300,4187,0,1
spec17-654.roms-s8.trace.xz,spp,0.98606,10940,291,4187,0,1
spec17-654.roms-s8.trace.xz,bingo,0.98214,11147,3087,4187,0,1
spec17-654.roms-s8.trace.xz,mlop,0.98671,11556,217,4187,0,1
spec17-654.roms-s8.trace.xz,pythia,0.98666,10792,220,4187,0,1
